name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
CeO2-,NA,CeO2-,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-222100,-234820,38.6,-114.1,21.4,5.0465,4.5418,3.9626,-2.9667,-51.0768,-26.2767,1.0449,-1
CeNO3+2,NA,CeNO3+2,aq,"HSS95 [S98]",NA,2.Jun.98,-189900,-223200,-32.2,16.7,-6.9,1.412,-4.3253,7.4319,-2.6001,30.1006,0.3288,1.5475,2
CeHCO3+2,NA,CeHCO3+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-304500,-330200,-9.5,31.4,-11.2,0.6941,-6.0823,8.1309,-2.5275,35.5792,3.3307,1.2048,2
CeH2PO4+2,NA,CeH2PO4+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-435100,-480100,-25.9,34.1,-4.5,1.693,-3.645,7.177,-2.6282,39.4058,3.8826,1.4477,2
CeCO3+,NA,CeCO3+,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-297887,-332620,-40.6,-65.4,-22.8,-0.916,-10.0134,9.6736,-2.3649,-21.4145,-16.3769,1.1729,1
CeSO4+,NA,CeSO4+,aq,"HSS95 [S98]",SLOP98.10,11.Oct.07,-344500,-380200,-12.6,-60.3,-3.8,1.522,-4.0622,7.3397,-2.611,-22.4285,-15.338,0.7384,1
PrCl+2,NA,PrCl+2,aq,"HSS95 [S98]",NA,21.Jan.98,-194400,-205300,-23.3,-11.8,-20.6,-0.519,-9.0442,9.293,-2.405,12.1429,-5.4719,1.4099,2
PrCl2+,NA,PrCl2+,aq,"HSS95 [S98]",NA,21.Jan.98,-225400,-243800,-6.6,-24.3,4.1,2.5689,-1.5094,6.3442,-2.7165,-2.0764,-7.9993,0.6557,1
PrCl3,NA,PrCl3,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-256300,-285200,0.6,-77.7,31.5,6.0618,7.0173,2.9974,-3.069,-39.6599,-18.8665,-0.03,0
PrCl4-,NA,PrCl4-,aq,"HSS95 [S98]",NA,21.Jan.98,-287100,-329500,-2.4,-171.8,61.3,10.7857,18.5526,-1.5382,-3.5459,-79.2757,-38.0736,1.6681,-1
PrF+2,NA,PrF+2,aq,"HSS95 [S98]",NA,21.Jan.98,-235700,-243400,-15,-7.7,-39.7,-3.1759,-15.5305,11.8402,-2.1369,13.4052,-4.6364,1.286,2
PrF2+,NA,PrF2+,aq,"HSS95 [S98]",NA,21.Jan.98,-307300,-325600,-10.7,-14.5,-36.4,-2.9414,-14.9592,11.6187,-2.1605,4.1602,-6.0041,0.7096,1
PrF3,NA,PrF3,aq,"HSS95 [S98]",NA,21.Jan.98,-377800,-410800,-20.5,-60.6,-32.6,-2.713,-14.4032,11.4035,-2.1835,-29.6505,-15.3876,-0.03,0
PrF4-,NA,PrF4-,aq,"HSS95 [S98]",NA,21.Jan.98,-447700,-500700,-47.6,-145.8,-29.5,-1.378,-11.143,10.1215,-2.3182,-57.8444,-32.7867,2.3433,-1
PrOH+2,NA,PrOH+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-208000,-217110,-4,-32.6,4.3,2.7325,-1.1081,6.1822,-2.7331,-2.6058,-9.6751,1.1216,2
PrO+,NA,PrO+,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-195700,-200040,12,-74.5,6.8,2.8201,-0.8945,6.0986,-2.7419,-34.0998,-18.2101,0.3685,1
PrO2H,NA,PrO2H,aq,"HSS95 [S98]",NA,11.Oct.07,-239700,-250100,47,-131.2,23.5,4.9706,4.3537,4.0423,-2.9589,-71.0012,-29.7599,-0.03,0
PrO2-,NA,PrO2-,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-224700,-238210,37,-110.7,21,5,4.4265,4.0111,-2.9619,-48.8607,-25.5841,1.0691,-1
PrNO3+2,NA,PrNO3+2,aq,"HSS95 [S98]",NA,21.Jan.98,-190000,-224900,-34,12.4,-9.4,1.0684,-5.166,7.7658,-2.5653,27.7877,-0.5419,1.5684,2
PrHCO3+2,NA,PrHCO3+2,aq,"HSS95 [S98]",NA,21.Jan.98,-305500,-336800,-28.3,27.1,-13.8,0.4387,-6.7049,8.3735,-2.5017,35.6716,2.4598,1.4867,2
PrH2PO4+2,NA,PrH2PO4+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-436000,-481500,-27.3,29.8,-7.1,1.3489,-4.4844,7.5048,-2.5935,37.0786,3.0118,1.4671,2
PrCO3+,NA,PrCO3+,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-299100,-334510,-41.8,-67.3,-23.9,-1.0523,-10.3427,9.7957,-2.3513,-22.3638,-16.7639,1.1907,1
PrSO4+,NA,PrSO4+,aq,"HSS95 [S98]",SLOP98.10,11.Oct.07,-345500,-381500,-13.1,-62.2,-4.8,1.3885,-4.3882,7.4678,-2.5975,-23.4508,-15.7251,0.7483,1
NdCl+2,NA,NdCl+2,aq,"HSS95 [S98]",NA,21.Jan.98,-192400,-203000,-22.7,-17.9,-21.7,-0.6746,-9.4228,9.439,-2.3894,8.4972,-6.7094,1.4006,2
NdCl2+,NA,NdCl2+,aq,"HSS95 [S98]",NA,21.Jan.98,-223400,-241500,-5.9,-36.2,2.8,2.3933,-1.9354,6.5057,-2.6989,-9.179,-10.4138,0.6388,1
NdCl3,NA,NdCl3,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-254300,-282730,1.6,-97.8,30.1,5.8726,6.5582,3.1706,-3.05,-51.4009,-22.9475,-0.03,0
NdCl4-,NA,NdCl4-,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-285100,-327000,-1.1,-202.5,59.8,10.5672,18.0205,-1.3324,-3.5239,-97.4278,-44.3105,1.6455,-1
NdF+2,NA,NdF+2,aq,"HSS95 [S98]",NA,21.Jan.98,-233900,-241200,-14.6,-13.8,-40.8,-3.3312,-15.9098,11.9894,-2.1212,9.7675,-5.8738,1.2776,2
NdF2+,NA,NdF2+,aq,"HSS95 [S98]",NA,21.Jan.98,-305600,-323500,-10.4,-43,-43.8,-3.1113,-15.3752,11.7849,-2.1433,-2.7862,-8.4186,0.7096,1
NdF3,NA,NdF3,aq,"HSS95 [S98]",NA,21.Jan.98,-376100,-408900,-20.1,-80.7,-34,-2.9023,-14.862,11.5767,-2.1645,-41.3917,-19.4685,-0.03,0
NdF4-,NA,NdF4-,aq,"HSS95 [S98]",NA,21.Jan.98,-446100,-498700,-46.8,-176.4,-31,-1.5889,-11.6574,10.3228,-2.297,-75.7884,-39.0236,2.3433,-1
NdOH+2,NA,NdOH+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-206200,-214900,-3.3,-33.4,4.4,2.7413,-1.0874,6.1755,-2.7339,-3.2077,-9.8381,1.1072,2
NdO+,NA,NdO+,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-194000,-197930,12.7,-75.3,6.9,2.8304,-0.8716,6.0955,-2.7429,-34.6589,-18.3731,0.3587,1
NdO2H,NA,NdO2H,aq,"HSS95 [S98]",NA,21.Jan.98,-238000,-248000,47.8,-132.9,23.6,4.9843,4.3865,4.0304,-2.9602,-71.9974,-30.1062,-0.03,0
NdO2-,NA,NdO2-,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-223400,-236470,37.8,-112.4,21.2,5.0229,4.485,3.9825,-2.9643,-49.9788,-25.9304,1.0559,-1
NdNO3+2,NA,NdNO3+2,aq,"HSS95 [S98]",NA,21.Jan.98,-188185,-222586,-33.09,6.3,-10.6,0.9124,-5.5498,7.923,-2.5495,24.1306,-1.7794,1.5579,2
NdHCO3+2,NA,NdHCO3+2,aq,"HSS95 [S98]",NA,21.Jan.98,-303400,-329200,-10.2,21,-14.8,0.1936,-7.3045,8.6115,-2.4769,29.5859,1.2224,1.2126,2
NdH2PO4+2,NA,NdH2PO4+2,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-433891,-479076,-26.57,23.8,-8.2,1.1931,-4.8625,7.6492,-2.5779,33.4289,1.7743,1.4574,2
NdCO3+,NA,NdCO3+,aq,"HSS95 [S98]",SLOP98.10,2.Jun.98,-297300,-332330,-41.2,-70,-24.3,-1.1199,-10.5088,9.8634,-2.3445,-24.1105,-17.3139,1.1729,1
NdSO4+,NA,NdSO4+,aq,"HSS95 [S98]",NA,21.Jan.98,-343500,-379100,-12.3,-65,-5.4,1.3167,-4.5634,7.5367,-2.5903,-25.1244,-16.2751,0.7484,1
SmCl+2,NA,SmCl+2,aq,"HSS95 [S98]",NA,21.Jan.98,-190900,-201700,-24.1,-18.1,-20.5,-0.5006,-8.9988,9.2743,-2.4069,8.5369,-6.7552,1.4192,2
SmCl2+,NA,SmCl2+,aq,"HSS95 [S98]",NA,21.Jan.98,-221800,-240300,-7.7,-36.6,4.2,2.5888,-1.4617,6.3276,-2.7185,-9.2005,-10.5032,0.6644,1
SmCl3,NA,SmCl3,aq,"HSS95 [S98]",NA,21.Jan.98,-252700,-281700,-0.7,-98.5,31.6,6.0808,7.0673,2.9692,-3.0711,-51.8359,-23.0986,-0.03,0
SmCl4-,NA,SmCl4-,aq,"HSS95 [S98]",NA,21.Jan.98,-283500,-326200,-4.3,-203.6,61.4,10.8148,18.6261,-1.5732,-3.5489,-97.6675,-44.5415,1.6917,-1
